confederation,slider_level,length_scale_years,year,mean,p5,p95
CONCACAF,5.0,60.18,2015,1568.1090440931296,1553.2602427766085,1582.9578454096504
CONCACAF,5.0,60.18,2016,1568.2039041009402,1553.1744240538703,1583.23338414801
CONCACAF,5.0,60.18,2017,1568.294653942122,1553.0684528202974,1583.520855063947
CONCACAF,5.0,60.18,2018,1568.3812456859553,1552.9432449147453,1583.8192464571653
CONCACAF,5.0,60.18,2019,1568.463657457329,1552.799731243919,1584.1275836707387
CONCACAF,5.0,60.18,2020,1568.541892309499,1552.638853623556,1584.444930995442
CONCACAF,5.0,60.18,2021,1568.615976882998,1552.4615618790112,1584.7703918869847
CONCACAF,5.0,60.18,2022,1568.6859598800356,1552.2688117478535,1585.1031080122175
CONCACAF,5.0,60.18,2023,1568.751910385079,1552.0615631743242,1585.4422575958338
CONCACAF,5.0,60.18,2024,1568.813916062981,1551.8407786562702,1585.7870534696917
CONCACAF,5.0,60.18,2025,1568.8720812660604,1551.6074213883435,1586.1367411437773
CONCACAF,5.0,60.18,2026,1568.926525080991,1551.3624530314328,1586.490597130549
OFC,0.4,3.64,1992,1514.6933243532415,1465.5860259043354,1563.8006228021472
OFC,0.4,3.64,1993,1517.2993330343888,1470.685465610516,1563.9132004582614
OFC,0.4,3.64,1994,1517.034741364771,1472.1959649934838,1561.873517736058
OFC,0.4,3.64,1995,1514.6966387440482,1472.0095154658609,1557.3837620222357
OFC,0.4,3.64,1996,1510.323849918577,1470.2300133568237,1550.4176864803303
OFC,0.4,3.64,1997,1504.792875586513,1466.88916453535,1542.6965866376759
OFC,0.4,3.64,1998,1499.4426294492246,1462.85754706398,1536.0277118344693
OFC,0.4,3.64,1999,1494.1751958350665,1458.162817121164,1530.187574548969
OFC,0.4,3.64,2000,1488.6410410069352,1452.4163592075265,1524.865722806344
OFC,0.4,3.64,2001,1484.3785704711304,1447.572865098941,1521.1842758433197
OFC,0.4,3.64,2002,1482.7667409035234,1446.4852834181124,1519.0481983889342
OFC,0.4,3.64,2003,1483.4794871450456,1448.485069401416,1518.4739048886752
OFC,0.4,3.64,2004,1485.1452861405824,1450.744001589342,1519.5465706918226
OFC,0.4,3.64,2005,1486.0910070833236,1451.5619735818798,1520.6200405847676
OFC,0.4,3.64,2006,1485.531773788781,1450.9775224865525,1520.0860250910093
OFC,0.4,3.64,2007,1484.1582259029963,1449.539997361752,1518.7764544442405
OFC,0.4,3.64,2008,1482.6672006806566,1447.8549941568053,1517.479407204508
OFC,0.4,3.64,2009,1480.3860859069846,1445.425140928477,1515.3470308854921
OFC,0.4,3.64,2010,1476.788349711835,1441.9287115651264,1511.6479878585437
OFC,0.4,3.64,2011,1472.8210713493702,1437.8186605269893,1507.823482171751
OFC,0.4,3.64,2012,1469.0550048702078,1433.5113459129207,1504.598663827495
OFC,0.4,3.64,2013,1462.44599230444,1426.7253908570922,1498.1665937517878
OFC,0.4,3.64,2014,1452.2332820440552,1414.5948638755312,1489.871700212579
OFC,0.4,3.64,2015,1445.2425228692805,1404.4049524156057,1486.0800933229555
OFC,0.4,3.64,2016,1445.2025574098286,1406.2494271143855,1484.155687705272
OFC,0.4,3.64,2017,1444.821902855408,1402.2554762384937,1487.3883294723225
OFC,0.4,3.64,2018,1436.9317631991391,1392.9283347082849,1480.9351916899936
OFC,0.4,3.64,2019,1424.8883723086817,1370.3182521195697,1479.458492497794
OFC,0.4,3.64,2020,1417.925912742617,1351.559412554141,1484.2924129310927
OFC,0.4,3.64,2021,1422.1135707169651,1361.6380427784884,1482.5890986554418
OFC,0.4,3.64,2022,1435.1628080901764,1383.5232861890183,1486.8023299913345
OFC,0.4,3.64,2023,1448.3404313359274,1389.1864595768384,1507.4944030950167
OFC,0.4,3.64,2024,1456.3426003114262,1389.9461833401026,1522.7390172827495
OFC,0.4,3.64,2025,1460.3172195858076,1392.0897719835586,1528.5446671880566
OFC,0.4,3.64,2026,1462.7664290079242,1394.4331451389562,1531.0997128768922
OFC,0.6,5.46,1992,1515.9297958226616,1469.294420259958,1562.565171385365
OFC,0.6,5.46,1993,1517.6406530054965,1473.2492410665138,1562.0320649444793
OFC,0.6,5.46,1994,1517.3050078453814,1474.877056288142,1559.7329594026205
OFC,0.6,5.46,1995,1515.0832339431508,1475.131253679104,1555.0352142071977
OFC,0.6,5.46,1996,1511.3834077539234,1474.2639699450342,1548.5028455628126
OFC,0.6,5.46,1997,1506.7309099212944,1472.1049719279042,1541.3568479146845
OFC,0.6,5.46,1998,1501.6404441202822,1468.5671351778406,1534.7137530627238
OFC,0.6,5.46,1999,1496.5530995573417,1463.913748173838,1529.1924509408454
OFC,0.6,5.46,2000,1491.9591151867367,1459.0036558430022,1524.914574530471
OFC,0.6,5.46,2001,1488.4454471212862,1455.2837293914097,1521.607164851163
OFC,0.6,5.46,2002,1486.406485991665,1453.8829163970097,1518.9300555863206
OFC,0.6,5.46,2003,1485.701491335422,1454.3943298770193,1517.0086527938245
OFC,0.6,5.46,2004,1485.6711215664511,1455.1966286857933,1516.1456144471088
OFC,0.6,5.46,2005,1485.5197690414548,1455.1091569168752,1515.9303811660343
OFC,0.6,5.46,2006,1484.7441468118277,1453.9832109592505,1515.5050826644047
OFC,0.6,5.46,2007,1483.2558154632995,1452.0459539992617,1514.4656769273374
OFC,0.6,5.46,2008,1481.1414268271312,1449.4966611237776,1512.786192530485
OFC,0.6,5.46,2009,1478.3989464879228,1446.4325953999953,1510.3652975758505
OFC,0.6,5.46,2010,1474.9221379456133,1442.8646885196958,1506.9795873715307
OFC,0.6,5.46,2011,1470.5737545834045,1438.6973049191688,1502.4502042476402
OFC,0.6,5.46,2012,1465.2077024969344,1433.6251072213952,1496.7902977724737
OFC,0.6,5.46,2013,1458.9491158967526,1427.2569820050485,1490.641249788457
OFC,0.6,5.46,2014,1452.648611962205,1419.8256115353427,1485.4716123890673
OFC,0.6,5.46,2015,1447.4493992040616,1413.1639548607761,1481.734843547347
OFC,0.6,5.46,2016,1443.3767937579369,1407.493122311719,1479.2604652041548
OFC,0.6,5.46,2017,1439.0037987681137,1400.3772961535296,1477.6303013826976
OFC,0.6,5.46,2018,1433.279321292479,1390.6241304482098,1475.934512136748
OFC,0.6,5.46,2019,1427.366580451489,1378.3509355933998,1476.3822253095782
OFC,0.6,5.46,2020,1424.091062251973,1369.9379211347677,1478.2442033691782
OFC,0.6,5.46,2021,1425.5537741856647,1372.235355375425,1478.8721929959047
OFC,0.6,5.46,2022,1431.374653625264,1381.0686381677426,1481.6806690827855
OFC,0.6,5.46,2023,1439.1422896649588,1386.6407599375143,1491.6438193924032
OFC,0.6,5.46,2024,1446.3450858758702,1387.7042766211935,1504.985895130547
OFC,0.6,5.46,2025,1451.778287135831,1387.9232638091564,1515.633310462506
OFC,0.6,5.46,2026,1455.5050949991319,1388.7756110744615,1522.234578923802
OFC,0.8,7.28,1992,1516.4338192348848,1471.5741001606975,1561.2935383090721
OFC,0.8,7.28,1993,1517.238615758369,1474.5080138615642,1559.969217655174
OFC,0.8,7.28,1994,1516.5700009162474,1475.909654409645,1557.23034742285
OFC,0.8,7.28,1995,1514.451564151994,1476.313200349961,1552.5899279540267
OFC,0.8,7.28,1996,1511.1116510867714,1475.8798391282971,1546.3434630452457
OFC,0.8,7.28,1997,1506.9217283339212,1474.380834842729,1539.4626218251135
OFC,0.8,7.28,1998,1502.3283525369523,1471.5654761564115,1533.0912289174928
OFC,0.8,7.28,1999,1497.7964682168506,1467.667680209698,1527.9252562240033
OFC,0.8,7.28,2000,1493.7566112140482,1463.5849237579705,1523.928298670126
OFC,0.8,7.28,2001,1490.5334006918724,1460.4144572253101,1520.652344158435
OFC,0.8,7.28,2002,1488.2575487606728,1458.7375763202622,1517.7775212010831
OFC,0.8,7.28,2003,1486.81161743805,1458.2509301436692,1515.372304732431
OFC,0.8,7.28,2004,1485.8662215289555,1458.0377591224794,1513.6946839354318
OFC,0.8,7.28,2005,1485.0037129153168,1457.2711053410892,1512.7363204895446
OFC,0.8,7.28,2006,1483.857332464321,1455.6635381675146,1512.0511267611273
OFC,0.8,7.28,2007,1482.1867447700959,1453.3362521375764,1511.0372374026151
OFC,0.8,7.28,2008,1479.8707271207136,1450.5041915641511,1509.2372626772758
OFC,0.8,7.28,2009,1476.8604984277767,1447.2994712223676,1506.4215256331859
OFC,0.8,7.28,2010,1473.1462868864946,1443.7246586610906,1502.5679151118989
OFC,0.8,7.28,2011,1468.759970917148,1439.6671833829757,1497.8527584513204
OFC,0.8,7.28,2012,1463.8099180720437,1434.9370096386838,1492.682826505404
OFC,0.8,7.28,2013,1458.5135255459754,1429.3642142542292,1487.6628368377214
OFC,0.8,7.28,2014,1453.156167956972,1422.9961921234565,1483.3161437904876
OFC,0.8,7.28,2015,1447.9482477356485,1416.0339552413009,1479.862540229996
OFC,0.8,7.28,2016,1442.9082097363273,1408.422359151686,1477.3940603209685
OFC,0.8,7.28,2017,1437.9704643627379,1400.0219126932122,1475.9190160322635
OFC,0.8,7.28,2018,1433.3045070920984,1391.189314284755,1475.4196998994416
OFC,0.8,7.28,2019,1429.5278226040725,1383.2243743711665,1475.8312708369783
OFC,0.8,7.28,2020,1427.5132777231368,1378.4025023959343,1476.624053050339
OFC,0.8,7.28,2021,1427.8775766969682,1378.2279838348165,1477.5271695591198
OFC,0.8,7.28,2022,1430.5661824738265,1381.3431248661348,1479.7892400815183
OFC,0.8,7.28,2023,1434.8637518137489,1384.5032198738202,1485.2242837536776
OFC,0.8,7.28,2024,1439.7782862980723,1385.9303823456949,1493.62619025045
OFC,0.8,7.28,2025,1444.476376873649,1386.1736983467579,1502.7790554005403
OFC,0.8,7.28,2026,1448.5027738703488,1386.2624230210224,1510.7431247196753
OFC,1.0,9.1,1992,1516.10074500082,1472.567557900119,1559.633932101521
OFC,1.0,9.1,1993,1516.2238173901433,1474.7303591065656,1557.7172756737207
OFC,1.0,9.1,1994,1515.2366215053075,1475.9109235670023,1554.5623194436128
OFC,1.0,9.1,1995,1513.1577330293817,1476.3789032538846,1549.9365628048788
OFC,1.0,9.1,1996,1510.1434172839633,1476.1720773238762,1544.1147572440505
OFC,1.0,9.1,1997,1506.4631195756042,1475.0876932088086,1537.8385459423998
OFC,1.0,9.1,1998,1502.4558165516785,1472.9243619424028,1531.987271160954
OFC,1.0,9.1,1999,1498.4757445313726,1469.8438191713517,1527.1076698913932
OFC,1.0,9.1,2000,1494.8344546151777,1466.4894420722942,1523.1794671580612
OFC,1.0,9.1,2001,1491.7467831084139,1463.6411216659988,1519.8524445508287
OFC,1.0,9.1,2002,1489.2919976177466,1461.7310626022327,1516.8529326332603
OFC,1.0,9.1,2003,1487.4032285092426,1460.6280209922822,1514.178436026203
OFC,1.0,9.1,2004,1485.8921958805156,1459.778512681225,1512.0058790798062
OFC,1.0,9.1,2005,1484.5024458663295,1458.5783544259448,1510.426537306714
OFC,1.0,9.1,2006,1482.9714897268032,1456.7104700003158,1509.2325094532903
OFC,1.0,9.1,2007,1481.08016130593,1454.2018704852758,1507.958452126584
OFC,1.0,9.1,2008,1478.6776855393036,1451.241680901088,1506.1136901775192
OFC,1.0,9.1,2009,1475.6853610282647,1447.9881268963686,1503.3825951601605
OFC,1.0,9.1,2010,1472.0902948485414,1444.474414217889,1499.706175479194
OFC,1.0,9.1,2011,1467.938833333683,1440.5916081466385,1495.286058520728
OFC,1.0,9.1,2012,1463.330404915237,1436.1181549689131,1490.5426548615612
OFC,1.0,9.1,2013,1458.4050733227434,1430.801779515802,1486.0083671296845
OFC,1.0,9.1,2014,1453.321403488273,1424.4817217043378,1482.1610852722085
OFC,1.0,9.1,2015,1448.235860809434,1417.1831698245524,1479.2885517943155
OFC,1.0,9.1,2016,1443.3057800871009,1409.158663006712,1477.4528971674895
OFC,1.0,9.1,2017,1438.7247270980706,1400.914134058204,1476.5353201379376
OFC,1.0,9.1,2018,1434.7633460657007,1393.2165393669345,1476.3101527644671
OFC,1.0,9.1,2019,1431.7642229484773,1387.0286631014942,1476.49978279546
OFC,1.0,9.1,2020,1430.0607241456767,1383.234507167053,1476.8869411243004
OFC,1.0,9.1,2021,1429.8492504996163,1382.1137422005477,1477.584758798685
OFC,1.0,9.1,2022,1431.0904049272642,1382.9567471123698,1479.2240627421586
OFC,1.0,9.1,2023,1433.502989730334,1384.3890868521607,1482.6168926085072
OFC,1.0,9.1,2024,1436.6544461071746,1385.31646467714,1487.9924275372093
OFC,1.0,9.1,2025,1440.0937430456975,1385.5143212541536,1494.673164837241
OFC,1.0,9.1,2026,1443.4599995196158,1385.3359773194527,1501.584021719779
OFC,1.5,13.65,1992,1513.664076398144,1471.8748115540388,1555.4533412422493
OFC,1.5,13.65,1993,1512.8353841915184,1473.0881637407924,1552.5826046422444
OFC,1.5,13.65,1994,1511.4231318832406,1473.8856951533787,1548.9605686131022
OFC,1.5,13.65,1995,1509.4711862187773,1474.2740386128419,1544.668333824713
OFC,1.5,13.65,1996,1507.066403330458,1474.2097246056771,1539.9230820552384
OFC,1.5,13.65,1997,1504.329712597902,1473.6248097317043,1535.0346154640995
OFC,1.5,13.65,1998,1501.4014462297296,1472.491136799867,1530.311755659592
OFC,1.5,13.65,1999,1498.423049604641,1470.8882330113272,1525.9578661979547
OFC,1.5,13.65,2000,1495.5181254765896,1469.0147305073438,1522.0215204458354
OFC,1.5,13.65,2001,1492.7760103278165,1467.113306524205,1518.4387141314282
OFC,1.5,13.65,2002,1490.2406737935964,1465.353429952447,1515.127917634746
OFC,1.5,13.65,2003,1487.906743977069,1463.7506145587056,1512.0628733954325
OFC,1.5,13.65,2004,1485.723113590911,1462.1685649755916,1509.2776622062304
OFC,1.5,13.65,2005,1483.6031955215224,1460.4001510314126,1506.806240011632
OFC,1.5,13.65,2006,1481.4398006283784,1458.2802903402435,1504.5993109165133
OFC,1.5,13.65,2007,1479.1220366236341,1455.7582344341881,1502.4858388130804
OFC,1.5,13.65,2008,1476.55163812688,1452.8828983844026,1500.2203778693574
OFC,1.5,13.65,2009,1473.6566300891452,1449.7236415533177,1497.589618624973
OFC,1.5,13.65,2010,1470.4009926068347,1446.2848977853453,1494.5170874283242
OFC,1.5,13.65,2011,1466.7898114352577,1442.4567910752407,1491.1228317952746
OFC,1.5,13.65,2012,1462.870085771191,1438.0263140890156,1487.7138574533662
OFC,1.5,13.65,2013,1458.7278052613287,1432.769010637378,1484.6865998852795
OFC,1.5,13.65,2014,1454.4820467496907,1426.6017668003494,1482.362326699032
OFC,1.5,13.65,2015,1450.2767036565326,1419.6979389418827,1480.8554683711825
OFC,1.5,13.65,2016,1446.2701835157623,1412.4710559424288,1480.0693110890954
OFC,1.5,13.65,2017,1442.623231414698,1405.4552795123143,1479.7911833170817
OFC,1.5,13.65,2018,1439.4852053487898,1399.172175863831,1479.798234833749
OFC,1.5,13.65,2019,1436.9797322647719,1394.0282683896817,1479.9311961398623
OFC,1.5,13.65,2020,1435.191512161014,1390.246175775559,1480.136848546469
OFC,1.5,13.65,2021,1434.156658198599,1387.8301248691841,1480.4831915280138
OFC,1.5,13.65,2022,1433.8588799686815,1386.5758531558358,1481.1419067815273
OFC,1.5,13.65,2023,1434.2328251921613,1386.1333634005864,1482.332286983736
OFC,1.5,13.65,2024,1435.1742359031316,1386.1123705371974,1484.2361012690658
OFC,1.5,13.65,2025,1436.5548627395344,1386.1926579047429,1486.917067574326
OFC,1.5,13.65,2026,1438.2389899503694,1386.1901441732468,1490.2878357274917
OFC,2.5,22.76,1992,1507.518013294459,1467.5048754962904,1547.5311510926279
OFC,2.5,22.76,1993,1506.4342199329426,1467.9992874220904,1544.8691524437945
OFC,2.5,22.76,1994,1505.1519047658558,1468.3324276347748,1541.971381896937
OFC,2.5,22.76,1995,1503.6840491227244,1468.504267386251,1538.8638308591978
OFC,2.5,22.76,1996,1502.0469824167403,1468.5154731514751,1535.5784916820055
OFC,2.5,22.76,1997,1500.2591135401485,1468.368544585238,1532.149682495059
OFC,2.5,22.76,1998,1498.3394976952716,1468.068376230162,1528.6106191603815
OFC,2.5,22.76,1999,1496.30638417567,1467.6214281522296,1524.9913401991107
OFC,2.5,22.76,2000,1494.1759036573092,1467.0330818082646,1521.3187255063538
OFC,2.5,22.76,2001,1491.9610475381942,1466.3034458109328,1517.6186492654558
OFC,2.5,22.76,2002,1489.671066237358,1465.4225947298926,1513.9195377448234
OFC,2.5,22.76,2003,1487.3113704032805,1464.3666628203498,1510.2560779862113
OFC,2.5,22.76,2004,1484.8839635368984,1463.096201432761,1506.6717256410357
OFC,2.5,22.76,2005,1482.388373365976,1461.5577838381234,1503.2189628938283
OFC,2.5,22.76,2006,1479.8229901114687,1459.6891646317506,1499.956815591187
OFC,2.5,22.76,2007,1477.1866700775684,1457.4275003176447,1496.945839837492
OFC,2.5,22.76,2008,1474.4804290459033,1454.7192890628498,1494.2415690289567
OFC,2.5,22.76,2009,1471.7090359459482,1451.530014782908,1491.8880571089883
OFC,2.5,22.76,2010,1468.882324807582,1447.8514649245387,1489.9131846906255
OFC,2.5,22.76,2011,1466.0160709818376,1443.7055920773107,1488.3265498863645
OFC,2.5,22.76,2012,1463.1323225095741,1439.1450116193337,1487.1196333998146
OFC,2.5,22.76,2013,1460.259133909754,1434.2508060693408,1486.267461750167
OFC,2.5,22.76,2014,1457.4297109929355,1429.128100339137,1485.731321646734
OFC,2.5,22.76,2015,1454.68103470203,1423.899571095173,1485.462498308887
OFC,2.5,22.76,2016,1452.0520830311289,1418.6971497947459,1485.4070162675118
OFC,2.5,22.76,2017,1449.5818075226905,1413.6525582422184,1485.5110568031625
OFC,2.5,22.76,2018,1447.307041130075,1408.8876557202334,1485.7264265399167
OFC,2.5,22.76,2019,1445.260515813328,1404.5057024929279,1486.015329133728
OFC,2.5,22.76,2020,1443.4691516994044,1400.5845479053573,1486.3537554934514
OFC,2.5,22.76,2021,1441.952747580302,1397.1724916230496,1486.7330035375544
OFC,2.5,22.76,2022,1440.723159197671,1394.2872070107048,1487.1591113846373
OFC,2.5,22.76,2023,1439.784002530428,1391.9177097099978,1487.6502953508586
OFC,2.5,22.76,2024,1439.1308699371548,1390.0289517576448,1488.2327881166646
OFC,2.5,22.76,2025,1438.7520029514253,1388.5682753394117,1488.935730563439
OFC,2.5,22.76,2026,1438.6293312086073,1387.472729035123,1489.7859333820916
OFC,5.0,45.51,1992,1499.0614928581738,1460.0096753640423,1538.113310352305
OFC,5.0,45.51,1993,1497.982813945693,1460.4210566991705,1535.5445711922152
OFC,5.0,45.51,1994,1496.8250013996726,1460.8332352034247,1532.8167675959205
OFC,5.0,45.51,1995,1495.5898457395565,1461.2435359857898,1529.9361554933232
OFC,5.0,45.51,1996,1494.2797091733728,1461.6470552297897,1526.912363116956
OFC,5.0,45.51,1997,1492.8975265461345,1462.0360175726146,1523.7590355196544
OFC,5.0,45.51,1998,1491.446800279607,1462.3989305869657,1520.4946699722482
OFC,5.0,45.51,1999,1489.9315891561441,1462.7194614791294,1517.1437168331588
OFC,5.0,45.51,2000,1488.3564908632688,1462.9749541380704,1513.7380275884673
OFC,5.0,45.51,2001,1486.7266182825424,1463.1345356574177,1510.3187009076673
OFC,5.0,45.51,2002,1485.0475695765883,1463.1568981005005,1506.9382410526762
OFC,5.0,45.51,2003,1483.325392202482,1462.9882173317055,1503.6625670732583
OFC,5.0,45.51,2004,1481.5665410585252,1462.5614675893687,1500.5716145276817
OFC,5.0,45.51,2005,1479.7778310548072,1461.7995944385525,1497.756067671062
OFC,5.0,45.51,2006,1477.9663844856861,1460.6256873345628,1495.3070816368097
OFC,5.0,45.51,2007,1476.139573673574,1458.9809734104697,1493.2981739366783
OFC,5.0,45.51,2008,1474.304959446841,1456.844557029172,1491.76536186451
OFC,5.0,45.51,2009,1472.470226108247,1454.2428930085937,1490.6975592079007
OFC,5.0,45.51,2010,1470.6431136415063,1451.2420186549118,1490.044208628101
OFC,5.0,45.51,2011,1468.8313479892888,1447.9286815807325,1489.7340143978452
OFC,5.0,45.51,2012,1467.0425703127041,1444.392262522454,1489.6928781029544
OFC,5.0,45.51,2013,1465.2842662064052,1440.7139930305652,1489.8545393822453
OFC,5.0,45.51,2014,1463.5636958912214,1436.963063702048,1490.1643280803949
OFC,5.0,45.51,2015,1461.8878264342432,1433.1966777680013,1490.578975100485
OFC,5.0,45.51,2016,1460.2632670515225,1429.4616258809137,1491.0649082221312
OFC,5.0,45.51,2017,1458.6962085287494,1425.7961031126977,1491.5963139448013
OFC,5.0,45.51,2018,1457.1923677489733,1422.2312782091142,1492.1534572888327
OFC,5.0,45.51,2019,1455.7569382432687,1418.7925086728044,1492.7213678137332
OFC,5.0,45.51,2020,1454.3945475809262,1415.500240405379,1493.2888547564733
OFC,5.0,45.51,2021,1453.1092222921511,1412.3706676501374,1493.8477769341648
OFC,5.0,45.51,2022,1451.9043608713866,1409.416225538295,1494.3924962044782
OFC,5.0,45.51,2023,1450.7827152472341,1406.6459727539846,1494.9194577404835
OFC,5.0,45.51,2024,1449.7463809304074,1404.0659064422434,1495.4268554185717
OFC,5.0,45.51,2025,1448.7967958696872,1401.6792386536656,1495.9143530857086
OFC,5.0,45.51,2026,1447.9347478633356,1399.4866537465864,1496.3828419800848
AFC,0.4,3.9,1992,1507.4289168548312,1480.034069135282,1534.8237645743802
AFC,0.4,3.9,1993,1507.6309985962696,1482.8023707884338,1532.4596264041054
AFC,0.4,3.9,1994,1507.456604449392,1484.1349015585856,1530.7783073401984
AFC,0.4,3.9,1995,1506.9662915840447,1484.4031286746115,1529.5294544934782
AFC,0.4,3.9,1996,1506.291630913691,1484.0935911320994,1528.4896706952825
AFC,0.4,3.9,1997,1505.619603880959,1483.585485276388,1527.65372248553
AFC,0.4,3.9,1998,1505.2051517950229,1483.2511767920937,1527.1591267979522
AFC,0.4,3.9,1999,1505.3032971132227,1483.4716829355248,1527.1349112909206
AFC,0.4,3.9,2000,1505.9829131315385,1484.3291064462608,1527.6367198168161
AFC,0.4,3.9,2001,1507.0239252501688,1485.4198420318305,1528.628008468507
AFC,0.4,3.9,2002,1508.0595598834702,1486.2699176093893,1529.8492021575512
AFC,0.4,3.9,2003,1508.797776736697,1486.6948254331635,1530.9007280402302
AFC,0.4,3.9,2004,1509.0940322788817,1486.7026228828486,1531.4854416749147
AFC,0.4,3.9,2005,1508.9223788293984,1486.3137085922046,1531.531049066592
AFC,0.4,3.9,2006,1508.3660494716162,1485.5726862229865,1531.1594127202459
AFC,0.4,3.9,2007,1507.546909209057,1484.596479834913,1530.497338583201
AFC,0.4,3.9,2008,1506.4288101394536,1483.4227890191646,1529.4348312597426
AFC,0.4,3.9,2009,1504.6930036674225,1481.8398156964026,1527.5461916384425
AFC,0.4,3.9,2010,1501.8913229933673,1479.5339411386087,1524.2487048481257
AFC,0.4,3.9,2011,1497.7683370190719,1476.0558243657767,1519.480849672367
AFC,0.4,3.9,2012,1492.4897187135264,1470.5478773246157,1514.431560102437
AFC,0.4,3.9,2013,1486.6948441973764,1462.468867061155,1510.9208213335978
AFC,0.4,3.9,2014,1481.4355104477374,1453.3508356160264,1509.5201852794485
AFC,0.4,3.9,2015,1477.9701332551047,1446.6391677727886,1509.3010987374207
AFC,0.4,3.9,2016,1477.346185476782,1445.5363224197088,1509.156048533855
AFC,0.4,3.9,2017,1479.9058263938996,1450.952927754816,1508.8587250329829
AFC,0.4,3.9,2018,1485.0221472920998,1460.2999233099538,1509.7443712742456
AFC,0.4,3.9,2019,1491.2743539510877,1468.3922795851981,1514.1564283169776
AFC,0.4,3.9,2020,1497.0147768926151,1472.272166326446,1521.7573874587843
AFC,0.4,3.9,2021,1501.0465383365868,1473.1303026551468,1528.9627740180267
AFC,0.4,3.9,2022,1503.0210399250848,1472.1015670350987,1533.940512815071
AFC,0.4,3.9,2023,1503.3370905259635,1469.4898882989455,1537.1842927529817
AFC,0.4,3.9,2024,1502.7104887313283,1465.9089790892474,1539.5119983734091
AFC,0.4,3.9,2025,1501.7758099683545,1462.2725149881337,1541.2791049485754
AFC,0.4,3.9,2026,1500.9173901684032,1459.2388783793142,1542.5959019574925
AFC,0.6,5.85,1992,1507.4274109470502,1482.2050279486107,1532.6497939454896
AFC,0.6,5.85,1993,1507.3747539428143,1484.2789819236934,1530.470525961935
AFC,0.6,5.85,1994,1507.1683294942075,1485.6172193251414,1528.7194396632735
AFC,0.6,5.85,1995,1506.8627133315238,1486.3007345315054,1527.4246921315423
AFC,0.6,5.85,1996,1506.5407651954336,1486.5478967690099,1526.5336336218572
AFC,0.6,5.85,1997,1506.2983696423887,1486.6220750556197,1525.9746642291577
AFC,0.6,5.85,1998,1506.222224349485,1486.7445586381373,1525.699890060833
AFC,0.6,5.85,1999,1506.3654454153643,1487.0344945320387,1525.69639629869
AFC,0.6,5.85,2000,1506.7286333925194,1487.48131283191,1525.9759539531292
AFC,0.6,5.85,2001,1507.253946095736,1487.9641315069657,1526.5437606845062
AFC,0.6,5.85,2002,1507.834482138329,1488.3180454537949,1527.350918822863
AFC,0.6,5.85,2003,1508.3337777640936,1488.41013853622,1528.257416991967
AFC,0.6,5.85,2004,1508.6063068527458,1488.1812480307851,1529.0313656747064
AFC,0.6,5.85,2005,1508.5120373279105,1487.6421860490154,1529.3818886068054
AFC,0.6,5.85,2006,1507.9238299740462,1486.8379597453045,1529.009700202788
AFC,0.6,5.85,2007,1506.7323108478222,1485.7943126883117,1527.670309007333
AFC,0.6,5.85,2008,1504.8564959165178,1484.4598644945836,1525.253127338452
AFC,0.6,5.85,2009,1502.2672301170319,1482.6564650324742,1521.8779952015896
AFC,0.6,5.85,2010,1499.0225664461218,1480.0540817910291,1517.9910511012145
AFC,0.6,5.85,2011,1495.3026935319622,1476.2556712257424,1514.3497158381817
AFC,0.6,5.85,2012,1491.4246026750172,1471.1570022298743,1511.6922031201602
AFC,0.6,5.85,2013,1487.8190355101708,1465.3972720116153,1510.2407990087263
AFC,0.6,5.85,2014,1484.9637609051151,1460.2838269757287,1509.6436948345015
AFC,0.6,5.85,2015,1483.2834240567734,1457.205897501869,1509.3609506116777
AFC,0.6,5.85,2016,1483.042069484177,1457.0455095312132,1509.038629437141
AFC,0.6,5.85,2017,1484.264001654901,1459.7828769866283,1508.7451263231737
AFC,0.6,5.85,2018,1486.7151114820772,1464.3433529400504,1509.086870024104
AFC,0.6,5.85,2019,1489.9573448442616,1468.8631575637992,1511.051532124724
AFC,0.6,5.85,2020,1493.4601364826044,1471.6897242631699,1515.2305487020387
AFC,0.6,5.85,2021,1496.7288880328724,1472.46717313141,1520.9906029343347
AFC,0.6,5.85,2022,1499.4055360960906,1471.7758902030605,1527.0351819891205
AFC,0.6,5.85,2023,1501.3127376160296,1470.2173865032134,1532.4080887288458
AFC,0.6,5.85,2024,1502.4405745813797,1468.180185954229,1536.7009632085303
AFC,0.6,5.85,2025,1502.8966133231404,1465.9317935563706,1539.8614330899102
AFC,0.6,5.85,2026,1502.8465458456903,1463.6794671988528,1542.0136244925282
AFC,0.8,7.79,1992,1506.9190656716385,1483.334752824051,1530.503378519226
AFC,0.8,7.79,1993,1506.9062311829314,1485.0906531758026,1528.7218091900602
AFC,0.8,7.79,1994,1506.8691578244784,1486.4506467431302,1527.2876689058266
AFC,0.8,7.79,1995,1506.8373532574021,1487.4282206136888,1526.2464859011156
AFC,0.8,7.79,1996,1506.8423121172857,1488.095640486146,1525.5889837484253
AFC,0.8,7.79,1997,1506.9106140379324,1488.5552415039942,1525.2659865718704
AFC,0.8,7.79,1998,1507.0562368633675,1488.8997433907477,1525.212730335987
AFC,0.8,7.79,1999,1507.27367148729,1489.180312370135,1525.3670306044448
AFC,0.8,7.79,2000,1507.5334895519838,1489.3952170805253,1525.6717620234424
AFC,0.8,7.79,2001,1507.7816174066793,1489.5015106584087,1526.0617241549498
