pair,continent_a,continent_b,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-02,-0.14092084134550317,-0.2570355006586808,-0.031245272852156183,-223.57842165056798,-421.4529765513941,-46.637430188151164
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-03,-0.14110165920199544,-0.2572274434103559,-0.03135561998471298,-223.91863740493898,-421.82310910775783,-46.84116813215514
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-04,-0.1412948882113939,-0.25742774135193847,-0.03148069536428043,-224.27911596416436,-422.2167040774343,-47.06895239191814
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-05,-0.14150075732401524,-0.2576367363519746,-0.03162086201849595,-224.66024842265972,-422.634168635573,-47.32127914606468
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-06,-0.14171949549017643,-0.2578589241726224,-0.03183181404341356,-225.06242677173125,-423.0759110205045,-47.598645588620435
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-07,-0.1419513316601925,-0.2580945409480405,-0.03207831253213725,-225.48604393099598,-423.5423405667392,-47.90750344446483
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-08,-0.1421964947843804,-0.2583346939541259,-0.03233812096687024,-225.93149378057444,-424.03386773854334,-48.242506184509274
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-09,-0.14245521381305706,-0.258509044169767,-0.03261627264573105,-226.39917119404024,-424.55090416416925,-48.60379788153774
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-10,-0.1427277176965374,-0.2586967434384659,-0.03290852970499777,-226.8894720721434,-425.0938626706876,-48.99186667018191
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-11,-0.14301423538513836,-0.25889801770487386,-0.03321430762300302,-227.4027933773266,-425.66315731946844,-49.40720183416107
UEFA vs CONMEBOL,UEFA,CONMEBOL,2005-12,-0.14331490352881945,-0.25911301030258976,-0.0335337317913937,-227.93938321641764,-426.2590441303841,-49.850114239350056
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-01,-0.1436294895761074,-0.25934153412099026,-0.03386771301313619,-228.49889057209853,-426.8811427036519,-50.32190635571558
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-02,-0.14395766867517382,-0.25965446749739385,-0.03421525583620366,-229.0808143807031,-427.5289133160832,-50.77658042317846
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-03,-0.14429911597419023,-0.2601311010199211,-0.03459447279899393,-229.68465333699243,-428.2018160703592,-51.34016230514856
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-04,-0.14465350662132567,-0.26062117790154754,-0.03502266524471627,-230.30990585499205,-428.8993108488417,-51.893683543811754
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-05,-0.14502051576475172,-0.2611243103221946,-0.03547401087187376,-230.95607002968964,-429.6208572683076,-52.65641854409996
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-06,-0.14539981855264014,-0.2616401104617881,-0.035992211607286474,-231.62264359955995,-430.36591463559864,-53.4311551067524
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-07,-0.1457910901331597,-0.26206775089964707,-0.03652804904537393,-232.30912390992933,-431.1339419041948,-54.162717466869104
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-08,-0.14619400565448204,-0.26249002484187217,-0.03707752461669221,-233.01500787719553,-431.9243976317,-54.91919237887459
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-09,-0.14660824026477914,-0.2629204807894062,-0.03760125262361914,-233.73979195386875,-432.7367399382506,-55.69987782543495
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-10,-0.14703346911221943,-0.26335260492820545,-0.03798203703603531,-234.48297209444772,-433.5704264658125,-56.50407084614308
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-11,-0.14746936734497482,-0.26379518728280144,-0.03850169731752971,-235.24404372214983,-434.4202766890548,-57.33106747978191
UEFA vs CONMEBOL,UEFA,CONMEBOL,2006-12,-0.14791561011121723,-0.2641754611844669,-0.03904094835725524,-236.02250169645902,-435.28617535973564,-58.18016270834438
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-01,-0.14837187255911494,-0.2645114979706306,-0.039542831226133904,-236.81784028150713,-436.1713477259007,-58.93857910211876
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-02,-0.14883782983684,-0.26485228448645687,-0.040057465648650994,-237.62955311531164,-437.07525885205007,-59.548819628900844
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-03,-0.14931315709256435,-0.26519767604849587,-0.04058443340086001,-238.45713317982882,-437.99737314606415,-60.1059881504408
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-04,-0.14979752947445618,-0.2655475279732934,-0.0411233162588058,-239.30007277184382,-438.9371543257644,-60.62185431688407
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-05,-0.15029062213068753,-0.26590169557739946,-0.04165591399844281,-240.15786347471877,-439.955716701822,-61.14440495422792
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-06,-0.1507921102094305,-0.26626003417736516,-0.042004111699970495,-241.02999613096014,-441.0237400956299,-61.9112844072608
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-07,-0.1513016688588531,-0.2666356709900918,-0.04246628657567651,-241.91596081562614,-442.18178346611484,-62.66989610008798
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-08,-0.15181897322712742,-0.2671395693453333,-0.043007910978904475,-242.81524681059784,-443.42975452578565,-63.34878219039913
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-09,-0.15234369846242568,-0.26765116880995493,-0.043553778198552065,-243.72734257967485,-444.6906256356104,-64.18094034100423
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-10,-0.15287551971291571,-0.2681948218050224,-0.04410358269473676,-244.6517357445162,-445.96374121945547,-65.02501112834342
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-11,-0.1534141121267697,-0.26885951755179477,-0.04466649534663042,-245.58791306145412,-447.24844431020455,-65.87939672799115
UEFA vs CONMEBOL,UEFA,CONMEBOL,2007-12,-0.15395915085215986,-0.2695331999839373,-0.04523074778705677,-246.53536039913786,-448.54407652727974,-66.73957817103894
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-01,-0.154510311037254,-0.27021541956803635,-0.04572390076886962,-247.4935627170318,-449.8487766641355,-67.60509249218966
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-02,-0.15506726783022426,-0.27090572677068464,-0.046223162626136,-248.46200404479615,-451.0395821433404,-68.47547576090193
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-03,-0.155629696379243,-0.27160367205847225,-0.04672799936468273,-249.4401674625056,-452.0103029661978,-69.35026307352938
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-04,-0.1561972718324779,-0.27230880589798817,-0.047236734287311025,-250.4275350817335,-452.9926320254294,-70.22898854627793
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-05,-0.15676966933810113,-0.273020678755825,-0.047749113598848154,-251.42358802752875,-453.9866315900771,-71.11118530894815
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-06,-0.15734656404428513,-0.27373884109857366,-0.048264883504126395,-252.42780642124228,-455.13671962269495,-71.99638549947788
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-07,-0.15792763109919739,-0.27446284339282156,-0.048820110907548474,-253.43966936422967,-456.3989325490305,-72.88412025928417
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-08,-0.1585125456510103,-0.275083711732735,-0.04945588901425647,-254.4586549224599,-457.67099966840055,-73.77391972942573
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-09,-0.1591009828478962,-0.27568550032225436,-0.049989539075360155,-255.48424011198532,-458.8942391922644,-74.66531304755928
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-10,-0.15969261783802252,-0.2762814631294008,-0.05035579550008214,-256.51590088530054,-460.02989736614944,-75.55782834571284
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-11,-0.16028712576956175,-0.27687965698974415,-0.05087245375918146,-257.55311211862215,-461.17018235262725,-76.45099274889911
UEFA vs CONMEBOL,UEFA,CONMEBOL,2008-12,-0.16088418179068614,-0.27747973028415146,-0.05146726105610778,-258.5953476000419,-462.3144945420474,-77.14240259448202
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-01,-0.16148346104956324,-0.2780813313934834,-0.052068324654005904,-259.6420800185836,-463.4622332307075,-78.05422907616173
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-02,-0.16208463869436543,-0.27868139871470865,-0.05272858819580981,-260.6927809541954,-464.6114438940879,-78.99480260564575
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-03,-0.16268738987326503,-0.27924146687201296,-0.05345181979600696,-261.74692086862984,-465.7397829278724,-79.93947501326139
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-04,-0.16329138973442955,-0.27980222881828465,-0.05399586508650388,-262.80396909724254,-466.86967077779855,-80.9099302205941
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-05,-0.16389631342603134,-0.2803633910284282,-0.05456056161693268,-263.86339384174187,-468.00052760661555,-81.81779992013236
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-06,-0.16450183609624283,-0.2809246599773471,-0.055305065548649036,-264.92466216384173,-468.8820572414144,-82.75350793651808
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-07,-0.1651076328932314,-0.28148574213994376,-0.0559020665843657,-265.98723997984825,-469.78684981236023,-83.73773773230286
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-08,-0.16571337896516952,-0.2820463439911234,-0.056479867045846364,-267.0505920562134,-471.27491896619983,-84.88769667015531
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-09,-0.1663187494602294,-0.282606172005792,-0.05705832485723895,-268.1141820060075,-472.76105950053255,-85.97917556946115
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-10,-0.16692341952657877,-0.28316493265884957,-0.0576341427023722,-269.17747228634215,-474.2836061560705,-86.83361345006679
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-11,-0.16752706431238976,-0.28372233242520206,-0.05808825432749596,-270.2399241967751,-475.7934238560721,-87.67886081853011
UEFA vs CONMEBOL,UEFA,CONMEBOL,2009-12,-0.16812935896583497,-0.2842780777797547,-0.05868180627267945,-271.30099787865146,-477.1279457961823,-88.5229871312417
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-01,-0.1687299786350816,-0.28483187519740827,-0.05927883381600165,-272.3601523154099,-478.17395921859287,-89.36560083774135
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-02,-0.16932859846830225,-0.28551173887995246,-0.05989515853746665,-273.41684533388894,-479.2198930770149,-90.29646621177332
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-03,-0.16992489361366925,-0.28625590510471427,-0.060525486300298414,-274.4705336065832,-480.2653265378272,-91.31092722033344
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-04,-0.17051853921934998,-0.28699497267652585,-0.06109985067435986,-275.5206726548832,-481.30983785542566,-92.11740710157152
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-05,-0.1711092104335169,-0.2876650049546517,-0.061672388144988814,-276.5667168533288,-482.33469601393176,-92.99748173627268
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-06,-0.17169658240434238,-0.28824865512926234,-0.062242788180519114,-277.6081194348303,-483.3573884903979,-93.9202175810109
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-07,-0.17228033027999384,-0.2888273460729503,-0.06280037558826072,-278.64433249688767,-484.37787907574665,-94.83490505265544
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-08,-0.17286012920864371,-0.2894007133598131,-0.06334323204587551,-279.67480700883925,-485.3957616729233,-95.74101404014453
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-09,-0.17343565433846428,-0.2899683925639485,-0.06390340942644071,-280.6989928200931,-486.41062933143485,-96.75932472070838
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-10,-0.17400658081762316,-0.2905259031582651,-0.06445815725005861,-281.71633866937213,-487.41634822786284,-97.63932381571891
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-11,-0.17457258379429264,-0.2910693489351642,-0.06500714442749198,-282.7262921950024,-488.42927193501,-98.51411951921172
UEFA vs CONMEBOL,UEFA,CONMEBOL,2010-12,-0.17513333841664497,-0.2916063287069547,-0.06555741803207656,-283.72829994619946,-489.5943548517021,-99.38322468891728
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-01,-0.17568851983284792,-0.2921364977625013,-0.06610459346347763,-284.7218073953823,-490.75220022827995,-100.24615128269564
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-02,-0.1762378031910736,-0.29265951139067103,-0.0666917770010068,-285.70625895154376,-491.9022380094285,-101.10241036855511
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-03,-0.1767808636394944,-0.29317502488033126,-0.06722896619558409,-286.68109797463296,-493.043896950672,-101.92310980893622
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-04,-0.177317376326278,-0.2936826935203439,-0.06776091263838228,-287.6457667909776,-494.17660462995104,-102.61993657595175
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-05,-0.1778470163995967,-0.2941821725995769,-0.06828730579773437,-288.5997067097761,-495.29978746023966,-103.42197254275634
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-06,-0.1783694590076226,-0.2946731174068977,-0.06880783514197408,-289.5423580406125,-496.41287070317276,-104.21291139564563
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-07,-0.17888437929852358,-0.2951551832311698,-0.06932219013943097,-290.4731601120243,-497.5152784836893,-104.98937333379732
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-08,-0.17939145242047183,-0.29562802536125965,-0.06981188724157593,-291.391551291149,-498.6064338057634,-105.75081663153637
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-09,-0.17989035352163946,-0.29609129908603354,-0.07023011147972658,-292.2969690044056,-499.68575856912753,-106.49669876451658
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-10,-0.1803807577501945,-0.29653177515191836,-0.0706448662138425,-293.18884975923817,-500.57145594055675,-107.24159957814665
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-11,-0.18086234025430906,-0.29694507375778456,-0.07108193462105868,-294.0666291669462,-501.4361696779859,-107.97524056406064
UEFA vs CONMEBOL,UEFA,CONMEBOL,2011-12,-0.18133477618215507,-0.2973530233558601,-0.07152823887945865,-294.9297419665596,-502.2927501216172,-108.69383918082549
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-01,-0.18179774068190077,-0.29775546167308603,-0.07206745999995273,-295.77762204978325,-503.14092720480244,-109.39685908240766
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-02,-0.18225090890171824,-0.2981522264364046,-0.0726776739335601,-296.6097024870345,-503.9804305359269,-110.08376318405497
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-03,-0.18269395598977933,-0.29854315537275805,-0.07317748983481939,-297.42541555453215,-504.81098939673353,-110.7667121145833
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-04,-0.18312655709425243,-0.2989280862090883,-0.07362230178619263,-298.2241927624606,-505.63233274060883,-111.68652554454802
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-05,-0.18354838736330947,-0.29930516636291793,-0.07405783407410607,-299.00546488423026,-506.4441891908304,-112.58151779140556
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-06,-0.1839591219451223,-0.2996497332625433,-0.0744837761668928,-299.76866198679426,-507.2392154567588,-113.45080242450972
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-07,-0.18435843598785936,-0.3000285706962407,-0.07490225464005792,-300.51321346204355,-508.0459722432604,-114.17630297297104
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-08,-0.18474600463969268,-0.30040458309301715,-0.07531167018199307,-301.23854805929824,-508.98984735608656,-114.83023888945294
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-09,-0.18512150304879385,-0.3007570893333624,-0.07571078146516463,-301.94409391885716,-509.9196440519242,-115.46819153936688
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-10,-0.18548460636333167,-0.3010862890582552,-0.07609928040787796,-302.6292786066268,-510.83484244952103,-116.09178745699323
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-11,-0.1858350680091905,-0.30137950975260464,-0.0764775122703311,-303.29365720537686,-511.73499409819715,-116.69989435698514
UEFA vs CONMEBOL,UEFA,CONMEBOL,2012-12,-0.18617295452310537,-0.30165858725317757,-0.07684595408367205,-303.9372968699501,-512.6199388671248,-117.29084804006568
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-01,-0.18649841071952106,-0.30192377272739257,-0.07720327138247797,-304.560393295607,-513.4294863217165,-117.87029282873966
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-02,-0.18681158141288534,-0.30217531734267095,-0.07754958356622785,-305.1631427495194,-513.8360166407568,-118.43528586321068
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-03,-0.18711261141764568,-0.30241347226642945,-0.07784267727078144,-305.74574206775645,-514.2138273796529,-118.98422397005082
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-04,-0.18740164554824706,-0.30263848866608684,-0.07806576372503353,-306.3083886522373,-514.5780567204191,-119.5172534989978
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-05,-0.18767882861913715,-0.30285940829544117,-0.07836989034796789,-306.8512804676648,-515.2495542449141,-120.03452120411377
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-06,-0.18794430544476332,-0.3031402581740491,-0.07869316012074049,-307.37461603841524,-515.909470779448,-120.53617424354985
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-07,-0.18819822083957086,-0.30341040852321594,-0.07900053585865585,-307.8785944453999,-516.5577567495214,-121.0223601792025
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-08,-0.18844071961800715,-0.3036693831271739,-0.0792922302288039,-308.36341532291436,-517.1943623269971,-121.49322697629457
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-09,-0.18867194659451964,-0.30391437582932257,-0.07958537412256392,-308.8292788554503,-517.8180072603915,-121.94892300283966
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-10,-0.18889204658355369,-0.30414893342387034,-0.07988408791249775,-309.27638577448676,-518.264189369668,-122.38959702902467
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-11,-0.1891011643995567,-0.30437321945375195,-0.0801733180985,-309.70493735527197,-518.821256440755,-122.84316252770952
UEFA vs CONMEBOL,UEFA,CONMEBOL,2013-12,-0.18929944485697592,-0.3045873974619056,-0.08043369195985442,-310.11513541357635,-519.4433647322635,-123.21029361300141
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-01,-0.18948703277025689,-0.30479163099126344,-0.08066682824326508,-310.5071823024287,-520.0521930565403,-123.59162798930006
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-02,-0.189664072953847,-0.30498608358476276,-0.08089039220530793,-310.88128090884857,-520.6477407080558,-123.95841797113572
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-03,-0.18983071022219333,-0.3051709187853391,-0.0811045032454592,-311.2376346505537,-521.230007132699,-124.31082466227129
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-04,-0.1899870893897417,-0.3053463001359264,-0.08130928076319002,-311.5764474726576,-521.7989919329789,-124.64900958900508
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-05,-0.19013335527093933,-0.30551239117946105,-0.0815048441579777,-311.8979238443646,-522.3546948732147,-124.97313469825755
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-06,-0.19026965268023324,-0.3056355047506806,-0.08169251936647452,-312.20226875564657,-522.8971158847274,-125.28336235552766
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-07,-0.19039612643206938,-0.3057287070952339,-0.08187582710836902,-312.4896877139128,-523.4262550709768,-125.59473942040093
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-08,-0.19051292134089493,-0.30581289029307634,-0.08205064538470587,-312.76038674068053,-523.9421127127207,-125.89885442224602
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-09,-0.19062018222115681,-0.3058858447806726,-0.08221708040259719,-313.01457236823114,-524.4446892731329,-126.18983329927353
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-10,-0.1907180538873012,-0.3059449601459923,-0.08232819429929727,-313.25245163626374,-524.9339854029179,-126.46781250073963
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-11,-0.19080668115377505,-0.3059910417968106,-0.08251195129293457,-313.4742320885494,-525.4100019453955,-126.73292882765806
UEFA vs CONMEBOL,UEFA,CONMEBOL,2014-12,-0.19088620883502538,-0.30604957521164244,-0.08264388469504806,-313.68012176957745,-525.8727399415884,-126.9709310062731
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-01,-0.19095678174549838,-0.3060945645271851,-0.08266313794052176,-313.87032922119937,-526.3222006352607,-127.18872743767167
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-02,-0.19101854469964102,-0.3061168363169397,-0.08266382244420083,-314.04506347927645,-526.7583854779739,-127.40052476530224
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-03,-0.19107164251190015,-0.30608119179079546,-0.08265447155037939,-314.20453407032153,-526.8600562281077,-127.60900326074537
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-04,-0.19111621999672224,-0.30593522927529065,-0.08264905853738194,-314.34895100814094,-526.7280834561593,-127.80536389843898
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-05,-0.19115242196855406,-0.3057790597996971,-0.08279946021142305,-314.4785247904807,-526.5755959013075,-128.022548318546
UEFA vs CONMEBOL,UEFA,CONMEBOL,2015-06,-0.1911803932418425,-0.3056130640286085,-0.08282643607054553,-314.5934663956697,-526.3921480732581,-128.31919063142706
